user_id,age_group,region,subscription_type
U000792,18-24,Gujarat,Premium
U000793,18-24,Punjab,Free
U000794,18-24,Uttar Pradesh,Free
U000795,18-24,Tamil Nadu,Premium
U000796,25-34,Gujarat,Premium
U000797,18-24,Karnataka,Premium
U000798,18-24,Gujarat,Free
U000799,18-24,West Bengal,Premium
U000800,25-34,Punjab,Free
U000801,18-24,Delhi,Free
U000802,25-34,Delhi,Premium
U000803,25-34,Karnataka,Free
U000804,35-44,Maharashtra,Free
U000805,18-24,Telangana,Free
U000806,35-44,West Bengal,Free
U000807,25-34,Kerala,Free
U000808,18-24,Uttar Pradesh,Premium
U000809,25-34,Gujarat,Premium
U000810,35-44,Uttar Pradesh,Premium
U000811,18-24,West Bengal,Free
U000812,25-34,Gujarat,Free
U000813,25-34,Kerala,Premium
U000814,18-24,Gujarat,Free
U000815,45+,Tamil Nadu,Free
U000816,18-24,Telangana,Free
U000817,18-24,Uttar Pradesh,Free
U000818,18-24,Tamil Nadu,Free
U000819,25-34,West Bengal,Premium
U000820,35-44,West Bengal,Free
U000821,35-44,Delhi,Free
U000822,45+,Maharashtra,Free
U000823,25-34,West Bengal,Free
U000824,25-34,Kerala,Free
U000825,25-34,Telangana,Premium
U000826,18-24,West Bengal,Free
U000827,45+,Maharashtra,Premium
U000828,25-34,Delhi,Free
U000829,25-34,Kerala,Free
U000830,25-34,West Bengal,Premium
U000831,35-44,Delhi,Free
U000832,18-24,Telangana,Free
U000833,35-44,Maharashtra,Premium
U000834,35-44,Kerala,Free
U000835,35-44,Maharashtra,Premium
U000836,18-24,Gujarat,Premium
U000837,18-24,Punjab,Free
U000838,25-34,Punjab,Free
U000839,35-44,Uttar Pradesh,Free
U000840,45+,Gujarat,Free
U000841,25-34,Karnataka,Free
U000842,18-24,Delhi,Free
U000843,18-24,Delhi,Premium
U000844,25-34,Karnataka,Premium
U000845,18-24,Telangana,Free
U000846,25-34,Tamil Nadu,Free
U000847,35-44,Gujarat,Premium
U000848,25-34,Gujarat,Free
U000849,25-34,Punjab,Free
U000850,18-24,Uttar Pradesh,Free
U000851,18-24,Tamil Nadu,Free
U000852,25-34,Maharashtra,Free
U000853,25-34,Gujarat,Free
U000854,18-24,Kerala,Free
U000855,18-24,Karnataka,Premium
U000856,18-24,Gujarat,Free
U000857,25-34,Uttar Pradesh,Premium
U000858,25-34,Uttar Pradesh,Free
U000859,25-34,Uttar Pradesh,Free
U000860,25-34,Punjab,Premium
U000861,18-24,Telangana,Free
U000862,25-34,Delhi,Free
U000863,18-24,West Bengal,Free
U000864,45+,Tamil Nadu,Free
U000865,18-24,Gujarat,Free
U000866,25-34,Uttar Pradesh,Premium
U000867,18-24,Karnataka,Premium
U000868,35-44,Karnataka,Free
U000869,18-24,Maharashtra,Free
U000870,45+,Telangana,Free
U000871,18-24,Karnataka,Free
U000872,35-44,Uttar Pradesh,Free
U000873,25-34,Gujarat,Free
U000874,18-24,Tamil Nadu,Free
U000875,18-24,Telangana,Free
U000876,25-34,West Bengal,Free
U000877,35-44,Uttar Pradesh,Free
U000878,35-44,Uttar Pradesh,Free
U000879,18-24,Tamil Nadu,Premium
U000880,25-34,Karnataka,Premium
U000881,18-24,Kerala,Free
U000882,18-24,Punjab,Free
U000883,25-34,Delhi,Free
U000884,18-24,Punjab,Free
U000885,18-24,Karnataka,Free
U000886,35-44,West Bengal,Free
U000887,35-44,Kerala,Free
U000888,35-44,Delhi,Free
U000889,18-24,Maharashtra,Premium
U000890,45+,Delhi,Free
U000891,25-34,Uttar Pradesh,Free
U000892,25-34,Punjab,Premium
U000893,18-24,Telangana,Free
U000894,35-44,Telangana,Premium
U000895,25-34,Punjab,Premium
U000896,35-44,Gujarat,Premium
U000897,25-34,Maharashtra,Premium
U000898,35-44,Telangana,Premium
U000899,25-34,Tamil Nadu,Free
U000900,45+,Kerala,Free
U000901,18-24,Delhi,Free
U000902,18-24,Uttar Pradesh,Premium
U000903,35-44,Kerala,Free
U000904,25-34,Kerala,Premium
U000905,25-34,Tamil Nadu,Free
U000906,35-44,West Bengal,Free
U000907,25-34,Punjab,Premium
U000908,35-44,Maharashtra,Free
U000909,18-24,Kerala,Free
U000910,35-44,Tamil Nadu,Premium
U000911,18-24,Karnataka,Free
U000912,25-34,Punjab,Free
U000913,35-44,West Bengal,Free
U000914,18-24,Telangana,Premium
U000915,18-24,West Bengal,Free
U000916,18-24,Uttar Pradesh,Free
U000917,25-34,Gujarat,Premium
U000918,25-34,Karnataka,Premium
U000919,18-24,Punjab,Free
U000920,35-44,Delhi,Free
U000921,18-24,Telangana,Premium
U000922,25-34,Gujarat,Premium
U000923,25-34,Punjab,Premium
U000924,18-24,Uttar Pradesh,Free
U000925,18-24,Tamil Nadu,Premium
U000926,45+,Kerala,Premium
U000927,25-34,Punjab,Premium
U000928,18-24,Delhi,Premium
U000929,35-44,Telangana,Free
U000930,25-34,Telangana,Premium
U000931,18-24,Tamil Nadu,Free
U000932,25-34,Tamil Nadu,Free
U000933,25-34,West Bengal,Free
U000934,18-24,West Bengal,Free
U000935,35-44,Delhi,Free
U000936,18-24,West Bengal,Free
U000937,18-24,Karnataka,Free
U000938,18-24,Gujarat,Premium
U000939,35-44,Tamil Nadu,Free
U000940,35-44,Punjab,Free
U000941,45+,Delhi,Free
U000942,18-24,Uttar Pradesh,Premium
U000943,35-44,Kerala,Free
U000944,25-34,Punjab,Free
U000945,18-24,Telangana,Free
U000946,18-24,Delhi,Free
U000947,35-44,Gujarat,Premium
U000948,18-24,Gujarat,Premium
U000949,25-34,Gujarat,Free
U000950,25-34,Tamil Nadu,Free
U000951,18-24,Delhi,Free
U000952,45+,Tamil Nadu,Premium
U000953,35-44,Telangana,Premium
U000954,25-34,Karnataka,Premium
U000955,25-34,Karnataka,Premium
U000956,25-34,Maharashtra,Free
U000957,35-44,Telangana,Free
U000958,18-24,Delhi,Premium
U000959,25-34,Gujarat,Free
U000960,18-24,Kerala,Free
U000961,25-34,West Bengal,Premium
U000962,25-34,Punjab,Free
U000963,18-24,West Bengal,Free
U000964,45+,Uttar Pradesh,Free
U000965,18-24,West Bengal,Free
U000966,18-24,Kerala,Free
U000967,25-34,Uttar Pradesh,Free
U000968,25-34,Gujarat,Free
U000969,18-24,Delhi,Premium
U000970,25-34,Gujarat,Free
U000971,35-44,Kerala,Premium
U000972,18-24,Kerala,Premium
U000973,45+,Punjab,Free
U000974,18-24,Tamil Nadu,Free
U000975,25-34,Uttar Pradesh,Premium
U000976,18-24,Uttar Pradesh,Free
U000977,35-44,Delhi,Free
U000978,35-44,Tamil Nadu,Free
U000979,18-24,West Bengal,Premium
U000980,18-24,Maharashtra,Premium
U000981,18-24,Punjab,Free
U000982,18-24,Telangana,Free
U000983,45+,West Bengal,Free
U000984,25-34,Delhi,Free
U000985,25-34,Tamil Nadu,Free
U000986,45+,West Bengal,Premium
U000987,35-44,Uttar Pradesh,Free
U000988,35-44,Uttar Pradesh,Free
U000989,18-24,Karnataka,Free
U000990,18-24,West Bengal,Free
U000991,18-24,Telangana,Premium
U000992,18-24,Punjab,Free
U000993,25-34,Telangana,Free
U000994,18-24,Delhi,Premium
U000995,25-34,Delhi,Free
U000996,25-34,Karnataka,Premium
U000997,18-24,Punjab,Premium
U000998,18-24,Delhi,Premium
U000999,25-34,Maharashtra,Free
U001000,25-34,Telangana,Free
U001001,35-44,Maharashtra,Free
U001002,35-44,Kerala,Free
U001003,18-24,Maharashtra,Free
U001004,18-24,West Bengal,Free
U001005,18-24,Delhi,Premium
U001006,18-24,West Bengal,Free
U001007,25-34,Delhi,Free
U001008,45+,Tamil Nadu,Free
U001009,18-24,West Bengal,Free
U001010,18-24,Delhi,Free
U001011,35-44,Delhi,Free
U001012,25-34,West Bengal,Free
U001013,18-24,West Bengal,Premium
U001014,18-24,Tamil Nadu,Free
U001015,45+,Delhi,Premium
U001016,18-24,Karnataka,Free
U001017,25-34,Punjab,Free
U001018,35-44,West Bengal,Free
U001019,18-24,Karnataka,Free
U001020,35-44,Karnataka,Free
U001021,18-24,Punjab,Free
U001022,18-24,Delhi,Premium
U001023,18-24,Gujarat,Free
U001024,45+,Tamil Nadu,Free
U001025,18-24,Telangana,Free
U001026,18-24,Punjab,Free
U001027,45+,Maharashtra,Premium
U001028,18-24,Kerala,Free
U001029,35-44,Kerala,Free
U001030,25-34,Maharashtra,Premium
U001031,25-34,Gujarat,Free
U001032,35-44,Gujarat,Free
U001033,35-44,Gujarat,Free
U001034,18-24,Tamil Nadu,Premium
U001035,45+,West Bengal,Free
U001036,45+,Maharashtra,Free
U001037,35-44,Telangana,Free
U001038,25-34,Delhi,Free
U001039,25-34,Uttar Pradesh,Free
U001040,25-34,Uttar Pradesh,Premium
U001041,18-24,Delhi,Free
U001042,25-34,Telangana,Free
U001043,25-34,Telangana,Free
U001044,25-34,Kerala,Free
U001045,18-24,Tamil Nadu,Free
U001046,25-34,Gujarat,Free
U001047,25-34,Karnataka,Premium
U001048,25-34,Karnataka,Free
U001049,45+,Kerala,Free
U001050,35-44,Telangana,Free
U001051,18-24,Maharashtra,Free
U001052,18-24,West Bengal,Free
U001053,25-34,Punjab,Free
U001054,25-34,Gujarat,Premium
U001055,35-44,Gujarat,Free
U001056,18-24,Tamil Nadu,Free
U001057,18-24,Gujarat,Free
U001058,25-34,Uttar Pradesh,Free
U001059,35-44,Kerala,Premium
U001060,45+,West Bengal,Free
U001061,35-44,Uttar Pradesh,Free
U001062,25-34,Gujarat,Premium
U001063,35-44,Tamil Nadu,Free
U001064,18-24,Maharashtra,Free
U001065,25-34,West Bengal,Premium
U001066,45+,Tamil Nadu,Free
U001067,25-34,Karnataka,Free
U001068,45+,Delhi,Free
U001069,18-24,Kerala,Free
U001070,18-24,Uttar Pradesh,Free
U001071,25-34,Telangana,Premium
U001072,45+,Punjab,Free
U001073,18-24,Maharashtra,Premium
U001074,35-44,Kerala,Free
U001075,18-24,Delhi,Free
U001076,35-44,Maharashtra,Free
U001077,25-34,Delhi,Free
U001078,18-24,Punjab,Free
U001079,35-44,Karnataka,Free
U001080,35-44,Karnataka,Free
U001081,25-34,Delhi,Free
U001082,18-24,Kerala,Free
U001083,18-24,Gujarat,Free
U001084,45+,Punjab,Free
U001085,25-34,Karnataka,Free
U001086,35-44,Gujarat,Free
U001087,25-34,Uttar Pradesh,Premium
U001088,35-44,Kerala,Free
U001089,18-24,Telangana,Free
U001090,25-34,Uttar Pradesh,Free
U001091,25-34,Kerala,Free
U001092,18-24,West Bengal,Free
U001093,18-24,Maharashtra,Premium
U001094,25-34,West Bengal,Free
U001095,35-44,Punjab,Premium
U001096,25-34,West Bengal,Premium
U001097,18-24,Telangana,Premium
U001098,45+,Delhi,Free
U001099,18-24,Tamil Nadu,Free
U001100,18-24,Telangana,Premium
U001101,45+,Maharashtra,Premium
U001102,35-44,Gujarat,Free
U001103,45+,Uttar Pradesh,Free
U001104,35-44,Maharashtra,Free
U001105,25-34,Delhi,Free
U001106,18-24,Delhi,Free
U001107,18-24,Tamil Nadu,Free
U001108,45+,West Bengal,Premium
U001109,35-44,Punjab,Free
U001110,25-34,Gujarat,Free
U001111,25-34,Karnataka,Premium
U001112,18-24,Karnataka,Free
U001113,18-24,Telangana,Free
U001114,35-44,Gujarat,Premium
U001115,18-24,Punjab,Free
U001116,25-34,Karnataka,Premium
U001117,45+,Karnataka,Free
U001118,25-34,Tamil Nadu,Free
U001119,25-34,Tamil Nadu,Free
U001120,18-24,Uttar Pradesh,Free
U001121,18-24,Delhi,Free
U001122,18-24,Tamil Nadu,Free
U001123,18-24,Punjab,Premium
U001124,18-24,Telangana,Free
U001125,18-24,Kerala,Free
U001126,18-24,Uttar Pradesh,Premium
U001127,18-24,Tamil Nadu,Free
U001128,45+,Punjab,Premium
U001129,18-24,Uttar Pradesh,Free
U001130,25-34,Maharashtra,Free
U001131,35-44,Delhi,Free
U001132,18-24,Uttar Pradesh,Premium
U001133,25-34,Gujarat,Premium
U001134,35-44,Telangana,Premium
U001135,25-34,Karnataka,Free
U001136,18-24,Uttar Pradesh,Free
U001137,35-44,Uttar Pradesh,Free
U001138,25-34,Gujarat,Free
U001139,25-34,Kerala,Free
U001140,18-24,Telangana,Free
U001141,18-24,Karnataka,Premium
U001142,35-44,Tamil Nadu,Free
U001143,18-24,Telangana,Free
U001144,18-24,Tamil Nadu,Free
U001145,25-34,Gujarat,Free
U001146,45+,Delhi,Free
U001147,18-24,Maharashtra,Free
U001148,18-24,Tamil Nadu,Premium
U001149,25-34,Punjab,Free
U001150,25-34,Gujarat,Free
U001151,25-34,Gujarat,Free
U001152,35-44,Uttar Pradesh,Premium
U001153,18-24,Karnataka,Free
U001154,18-24,Uttar Pradesh,Free
U001155,25-34,Delhi,Free
U001156,18-24,Uttar Pradesh,Premium
U001157,25-34,Punjab,Free
U001158,35-44,Maharashtra,Free
U001159,18-24,Gujarat,Free
U001160,35-44,Telangana,Premium
U001161,18-24,Tamil Nadu,Premium
U001162,25-34,Punjab,Premium
U001163,25-34,Tamil Nadu,Free
U001164,25-34,West Bengal,Free
U001165,18-24,Delhi,Free
U001166,45+,Uttar Pradesh,Free
U001167,45+,Kerala,Free
U001168,35-44,Gujarat,Free
U001169,35-44,Maharashtra,Premium
U001170,18-24,Gujarat,Free
U001171,25-34,Gujarat,Free
U001172,18-24,Karnataka,Free
U001173,35-44,Telangana,Free
U001174,18-24,Telangana,Free
U001175,18-24,Gujarat,Free
U001176,25-34,Punjab,Free
U001177,18-24,Uttar Pradesh,Premium
U001178,35-44,Telangana,Free
U001179,18-24,Maharashtra,Premium
U001180,25-34,Karnataka,Premium
U001181,35-44,Delhi,Free
U001182,25-34,Gujarat,Free
U001183,18-24,Tamil Nadu,Premium
U001184,18-24,Tamil Nadu,Free
U001185,18-24,Karnataka,Free
U001186,18-24,Kerala,Free
U001187,25-34,Uttar Pradesh,Premium
U001188,18-24,Gujarat,Free
U001189,18-24,Uttar Pradesh,Free
U001190,18-24,Punjab,Free
U001191,45+,West Bengal,Free
U001192,18-24,West Bengal,Free
U001193,18-24,Karnataka,Free
U001194,25-34,Gujarat,Free
U001195,18-24,Uttar Pradesh,Free
U001196,45+,Uttar Pradesh,Free
U001197,18-24,Uttar Pradesh,Free
U001198,25-34,Delhi,Free
U001199,25-34,Delhi,Free
U001200,35-44,West Bengal,Free
U001201,25-34,Kerala,Free
U001202,35-44,Tamil Nadu,Free
U001203,25-34,Delhi,Free
U001204,25-34,Punjab,Free
U001205,35-44,Delhi,Premium
U001206,25-34,Delhi,Free
U001207,25-34,Delhi,Premium
U001208,18-24,Telangana,Free
U001209,18-24,Telangana,Free
U001210,25-34,Karnataka,Free
U001211,18-24,Telangana,Free
U001212,25-34,West Bengal,Premium
U001213,18-24,Maharashtra,Free
U001214,25-34,Punjab,Premium
U001215,35-44,Punjab,Free
U001216,25-34,Maharashtra,Free
U001217,25-34,Delhi,Premium
U001218,18-24,Kerala,Free
U001219,18-24,Gujarat,Premium
U001220,25-34,Delhi,Free
U001221,35-44,Kerala,Free
U001222,35-44,Punjab,Free
U001223,25-34,Delhi,Premium
U001224,35-44,Punjab,Free
U001225,35-44,Uttar Pradesh,Free
U001226,35-44,Karnataka,Premium
U001227,35-44,Kerala,Free
U001228,18-24,Tamil Nadu,Premium
U001229,18-24,Tamil Nadu,Free
U001230,25-34,Gujarat,Premium
U001231,25-34,Uttar Pradesh,Free
U001232,35-44,West Bengal,Premium
U001233,18-24,Gujarat,Premium
U001234,18-24,Delhi,Free
U001235,35-44,Uttar Pradesh,Premium
U001236,18-24,Delhi,Premium
U001237,35-44,Delhi,Premium
U001238,18-24,Gujarat,Premium
U001239,25-34,Tamil Nadu,Premium
U001240,25-34,Punjab,Free
U001241,18-24,Maharashtra,Premium
U001242,18-24,Punjab,Free
U001243,18-24,Gujarat,Free
U001244,18-24,Maharashtra,Free
U001245,18-24,Uttar Pradesh,Free
U001246,35-44,Kerala,Premium
U001247,18-24,Punjab,Premium
U001248,25-34,Kerala,Premium
U001249,18-24,Telangana,Free
U001250,45+,Karnataka,Free
U001251,35-44,Telangana,Free
U001252,45+,Maharashtra,Free
U001253,45+,Gujarat,Premium
U001254,18-24,Kerala,Premium
U001255,25-34,Delhi,Free
U001256,18-24,Maharashtra,Premium
U001257,35-44,Tamil Nadu,Free
U001258,25-34,Tamil Nadu,Premium
U001259,25-34,Kerala,Premium
U001260,45+,Gujarat,Free
U001261,35-44,Maharashtra,Premium
U001262,45+,Punjab,Free
U001263,18-24,Telangana,Premium
U001264,18-24,Karnataka,Premium
U001265,18-24,Uttar Pradesh,Premium
U001266,25-34,West Bengal,Free
U001267,25-34,Karnataka,Premium
U001268,18-24,West Bengal,Free
U001269,35-44,Tamil Nadu,Premium
U001270,18-24,Tamil Nadu,Premium
U001271,25-34,Kerala,Free
U001272,35-44,Tamil Nadu,Free
U001273,25-34,West Bengal,Free
U001274,25-34,Tamil Nadu,Premium
U001275,18-24,Telangana,Free
U001276,18-24,Tamil Nadu,Premium
U001277,35-44,Telangana,Premium
U001278,25-34,Karnataka,Free
U001279,18-24,Delhi,Free
U001280,45+,Punjab,Free
U001281,25-34,Karnataka,Free
U001282,35-44,Karnataka,Premium
U001283,25-34,Tamil Nadu,Free
U001284,45+,Tamil Nadu,Free
U001285,18-24,Punjab,Free
U001286,18-24,Karnataka,Premium
U001287,35-44,Punjab,Free
U001288,35-44,Telangana,Free
U001289,25-34,Tamil Nadu,Free
U001290,18-24,West Bengal,Free
U001291,18-24,Tamil Nadu,Free
U001292,35-44,Uttar Pradesh,Free
U001293,35-44,Tamil Nadu,Free
U001294,18-24,West Bengal,Free
U001295,18-24,Tamil Nadu,Free
U001296,25-34,Kerala,Premium
U001297,35-44,Telangana,Free
U001298,25-34,Maharashtra,Free
U001299,25-34,Kerala,Free
U001300,45+,Kerala,Free
U001301,18-24,Tamil Nadu,Free
U001302,25-34,Telangana,Premium
U001303,25-34,Maharashtra,Premium
U001304,25-34,Gujarat,Free
U001305,35-44,Kerala,Premium
U001306,25-34,Uttar Pradesh,Free
U001307,25-34,Telangana,Premium
U001308,18-24,Punjab,Free
U001309,35-44,Punjab,Free
U001310,18-24,Uttar Pradesh,Premium
U001311,18-24,Maharashtra,Free
U001312,25-34,West Bengal,Free
U001313,25-34,Maharashtra,Premium
U001314,45+,Kerala,Free
U001315,35-44,Telangana,Premium
U001316,35-44,Tamil Nadu,Free
U001317,18-24,Kerala,Free
U001318,25-34,Karnataka,Free
U001319,45+,Telangana,Premium
U001320,25-34,Gujarat,Free
U001321,35-44,Tamil Nadu,Free
U001322,25-34,Maharashtra,Free
U001323,18-24,Uttar Pradesh,Premium
U001324,25-34,Telangana,Free
U001325,18-24,Tamil Nadu,Premium
U001326,18-24,Maharashtra,Free
U001327,18-24,Maharashtra,Free
U001328,18-24,Punjab,Premium
U001329,25-34,Uttar Pradesh,Free
U001330,35-44,Kerala,Free
U001331,25-34,Tamil Nadu,Free
U001332,35-44,Kerala,Free
U001333,25-34,Karnataka,Premium
U001334,18-24,Gujarat,Premium
U001335,18-24,Karnataka,Free
U001336,45+,Kerala,Premium
U001337,25-34,Tamil Nadu,Premium
U001338,45+,West Bengal,Premium
U001339,18-24,Delhi,Premium
U001340,35-44,Uttar Pradesh,Free
U001341,35-44,Punjab,Premium
U001342,45+,Telangana,Free
U001343,18-24,West Bengal,Free
U001344,45+,West Bengal,Free
U001345,25-34,Telangana,Free
U001346,35-44,Gujarat,Free
U001347,25-34,Uttar Pradesh,Free
U001348,25-34,Kerala,Free
U001349,25-34,Delhi,Premium
U001350,35-44,Kerala,Premium
U001351,18-24,Telangana,Premium
U001352,25-34,Telangana,Free
U001353,25-34,Uttar Pradesh,Free
U001354,35-44,Telangana,Free
U001355,25-34,Gujarat,Free
U001356,25-34,West Bengal,Free
U001357,25-34,Maharashtra,Free
U001358,25-34,Kerala,Free
U001359,25-34,Tamil Nadu,Premium
U001360,35-44,Telangana,Free
U001361,35-44,Karnataka,Free
U001362,25-34,Delhi,Free
U001363,18-24,Kerala,Free
U001364,25-34,Punjab,Premium
U001365,18-24,Maharashtra,Free
U001366,18-24,Tamil Nadu,Free
U001367,35-44,Kerala,Free
U001368,25-34,Punjab,Free
U001369,25-34,Karnataka,Free
U001370,45+,Tamil Nadu,Premium
U001371,18-24,Uttar Pradesh,Premium
U001372,18-24,Delhi,Free
U001373,18-24,Uttar Pradesh,Premium
U001374,18-24,Delhi,Premium
U001375,35-44,Telangana,Free
U001376,35-44,Gujarat,Free
U001377,25-34,Uttar Pradesh,Premium
U001378,18-24,Telangana,Free
U001379,25-34,Tamil Nadu,Free
U001380,18-24,Kerala,Free
U001381,25-34,Uttar Pradesh,Free
U001382,25-34,Maharashtra,Free
U001383,18-24,Punjab,Free
U001384,35-44,Punjab,Premium
U001385,35-44,Gujarat,Free
U001386,18-24,Maharashtra,Free
U001387,25-34,Delhi,Free
U001388,25-34,Maharashtra,Free
U001389,18-24,Uttar Pradesh,Free
U001390,18-24,Maharashtra,Premium
U001391,25-34,Punjab,Free
U001392,45+,Telangana,Free
U001393,25-34,Karnataka,Free
U001394,25-34,Maharashtra,Free
U001395,25-34,Tamil Nadu,Free
U001396,25-34,Kerala,Free
U001397,18-24,Punjab,Free
U001398,25-34,Telangana,Free
U001399,45+,Tamil Nadu,Premium
U001400,35-44,Punjab,Premium
U001401,45+,Maharashtra,Free
U001402,18-24,Gujarat,Free
U001403,25-34,Uttar Pradesh,Free
U001404,25-34,Telangana,Free
U001405,18-24,Gujarat,Free
U001406,18-24,Karnataka,Premium
U001407,35-44,Uttar Pradesh,Free
U001408,25-34,Telangana,Premium
U001409,25-34,Gujarat,Free
U001410,18-24,West Bengal,Free
U001411,25-34,Uttar Pradesh,Free
U001412,18-24,Telangana,Free
U001413,18-24,Gujarat,Premium
U001414,25-34,Uttar Pradesh,Premium
U001415,18-24,Kerala,Free
U001416,45+,Karnataka,Free
U001417,25-34,Maharashtra,Free
U001418,18-24,Tamil Nadu,Free
U001419,18-24,West Bengal,Premium
U001420,35-44,Gujarat,Free
U001421,18-24,Kerala,Free
U001422,18-24,West Bengal,Free
U001423,25-34,Telangana,Free
U001424,18-24,Uttar Pradesh,Free
U001425,25-34,Punjab,Free
U001426,25-34,Kerala,Free
U001427,18-24,Telangana,Premium
U001428,35-44,Telangana,Premium
U001429,25-34,Karnataka,Free
U001430,25-34,West Bengal,Premium
U001431,18-24,Uttar Pradesh,Free
U001432,25-34,Tamil Nadu,Free
U001433,18-24,Delhi,Free
U001434,25-34,Delhi,Free
U001435,18-24,Delhi,Free
U001436,45+,Tamil Nadu,Premium
U001437,18-24,Maharashtra,Free
U001438,45+,Punjab,Premium
U001439,45+,West Bengal,Free
U001440,25-34,West Bengal,Free
U001441,18-24,West Bengal,Premium
U001442,25-34,West Bengal,Free
U001443,45+,Maharashtra,Free
U001444,25-34,Uttar Pradesh,Free
U001445,25-34,Punjab,Premium
U001446,18-24,Maharashtra,Free
U001447,35-44,Gujarat,Premium
U001448,18-24,Tamil Nadu,Free
U001449,18-24,Karnataka,Free
U001450,18-24,Karnataka,Premium
U001451,25-34,Telangana,Free
U001452,35-44,Telangana,Free
U001453,35-44,Maharashtra,Free
U001454,18-24,Delhi,Free
U001455,25-34,Uttar Pradesh,Free
U001456,35-44,Tamil Nadu,Free
U001457,25-34,Uttar Pradesh,Free
U001458,18-24,West Bengal,Free
U001459,25-34,Kerala,Premium
U001460,25-34,Karnataka,Premium
U001461,45+,Gujarat,Free
U001462,25-34,West Bengal,Free
U001463,18-24,Kerala,Free
U001464,35-44,Punjab,Free
U001465,18-24,Telangana,Free
U001466,35-44,Karnataka,Free
U001467,25-34,Uttar Pradesh,Free
U001468,18-24,Uttar Pradesh,Free
U001469,25-34,Karnataka,Free
U001470,18-24,Maharashtra,Premium
U001471,18-24,Punjab,Free
U001472,25-34,Punjab,Free
U001473,35-44,Maharashtra,Free
U001474,35-44,Uttar Pradesh,Free
U001475,25-34,Tamil Nadu,Free
U001476,18-24,Delhi,Free
U001477,25-34,West Bengal,Free
U001478,25-34,Karnataka,Free
U001479,18-24,Delhi,Free
U001480,35-44,Tamil Nadu,Free
U001481,45+,Telangana,Free
U001482,18-24,West Bengal,Free
U001483,35-44,Punjab,Free
U001484,25-34,West Bengal,Premium
U001485,18-24,Kerala,Free
U001486,25-34,West Bengal,Free
U001487,18-24,Uttar Pradesh,Premium
U001488,18-24,Uttar Pradesh,Premium
U001489,45+,Tamil Nadu,Free
U001490,25-34,Karnataka,Free
U001491,18-24,Tamil Nadu,Free
U001492,25-34,Tamil Nadu,Free
U001493,45+,Delhi,Premium
U001494,25-34,Uttar Pradesh,Free
U001495,45+,Telangana,Free
U001496,35-44,Delhi,Free
U001497,18-24,Uttar Pradesh,Free
U001498,25-34,Uttar Pradesh,Free
U001499,25-34,Telangana,Premium
U001500,35-44,Uttar Pradesh,Free
U001501,25-34,Uttar Pradesh,Free
U001502,18-24,Uttar Pradesh,Premium
U001503,18-24,Uttar Pradesh,Free
U001504,25-34,Maharashtra,Free
U001505,35-44,Maharashtra,Free
U001506,35-44,Telangana,Premium
U001507,25-34,Kerala,Free
U001508,18-24,Gujarat,Free
U001509,18-24,West Bengal,Free
U001510,35-44,Karnataka,Premium
U001511,25-34,Uttar Pradesh,Premium
U001512,35-44,Telangana,Free
U001513,18-24,West Bengal,Free
U001514,25-34,Punjab,Free
U001515,45+,Kerala,Free
U001516,18-24,Delhi,Free
U001517,18-24,Gujarat,Premium
U001518,25-34,Gujarat,Premium
U001519,25-34,West Bengal,Premium
U001520,45+,Uttar Pradesh,Free
U001521,45+,Uttar Pradesh,Premium
U001522,35-44,Maharashtra,Free
U001523,18-24,Punjab,Premium
U001524,25-34,Delhi,Free
U001525,35-44,Karnataka,Premium
U001526,25-34,Telangana,Free
